rank,date,ticker,last_price,ret_1m,ret_3m,ret_6m,ret_12m,vol_ann,max_drawdown,from_52w_high,momentum_score,quality_score,composite_score
103,2026-09-11,HLT,306.19000244140625,-0.050229684188146106,-0.10393311762021329,0.04150010717868846,-0.012331375763226737,0.24930647739021833,-0.1302363238229708,-0.12532288545876458,0.41836734693877553,0.673469387755102,0.5204081632653061
104,2026-09-11,XEL,75.5,-0.03944018491478418,-0.028115209948016195,-0.05182278092902037,0.028796986137269,0.2097588295139205,-0.08404160638515157,-0.08673962460842877,0.2653061224489796,0.9030612244897959,0.5204081632653061
105,2026-09-11,REGN,781.489990234375,-0.019533396804155,0.27952274067951577,0.04950528972655577,0.03745300352311842,0.3194208128484681,-0.22604418154957695,-0.08279055507082556,0.4489795918367347,0.6224489795918368,0.5183673469387755
106,2026-09-11,GD,355.8999938964844,-0.09718170109587221,-0.003883461311488645,0.010969616638594193,0.14489451714645973,0.23715875034946887,-0.11874689499025581,-0.10119455312445447,0.3469387755102041,0.7755102040816326,0.5183673469387755
107,2026-09-11,CAT,818.5700073242188,-0.043279534032664824,-0.0863846668743935,0.1726295554265016,0.10685853483852381,0.4294147286321056,-0.26696840244074427,-0.2298915487645834,0.6173469387755102,0.3673469387755102,0.5173469387755102
108,2026-09-11,CL,86.80000305175781,-0.059791991565353975,-0.02340738934946185,-0.001249025789731406,-0.01328708456140626,0.2293612298793198,-0.08838952944043299,-0.11397866377791388,0.3520408163265306,0.7602040816326531,0.5153061224489797
109,2026-09-11,DUK,119.41999816894531,-0.024455703050356492,-0.029954398129742654,-0.07820540061265235,0.01146318776234434,0.1750391929571276,-0.09391577986080613,-0.08953265646221897,0.2193877551020408,0.9489795918367347,0.5112244897959184
110,2026-09-11,UPS,100.27999877929688,-0.01954707116177623,-0.06232062572168828,0.05829209647697331,-0.0932024893600032,0.31188187952727786,-0.14371419293209664,-0.13456623028561898,0.4642857142857143,0.576530612244898,0.5091836734693878
111,2026-09-11,MAR,334.69000244140625,-0.054176286573721644,-0.15500484362447187,0.06235067973413533,-0.013495905224624072,0.2698890475244481,-0.1815517393312508,-0.16686504077887032,0.45408163265306123,0.5918367346938775,0.5091836734693878
112,2026-09-11,SRPT,20.450000762939453,0.11262250798092599,0.3633333841959636,0.2001173511853993,0.02561252868988073,0.7757649623411488,-0.37484226459811754,-0.16359917689913017,0.7295918367346939,0.17346938775510204,0.5071428571428571
113,2026-09-11,LNT,67.26000213623047,-0.042425908573043625,-0.06676582741710413,-0.045985498300588845,0.04445763712313844,0.18419860401963895,-0.13159826220976156,-0.1314691042546069,0.2755102040816326,0.8520408163265306,0.5061224489795919
114,2026-09-11,HAL,35.84000015258789,0.0815960702058145,-0.0944080674749409,0.03787351303163411,-0.05396847827526974,0.3399348409657352,-0.2712263525807995,-0.15868978182193305,0.49489795918367346,0.5204081632653061,0.5051020408163266
115,2026-09-11,WEC,105.33000183105469,-0.026228905309536255,-0.06033287370291218,-0.06859329989372265,-0.008555585498601914,0.17846723500835687,-0.10710976833430808,-0.1060314357926887,0.22959183673469388,0.9183673469387755,0.5051020408163265
